name, dataset, enc, dec, sampler, epochs, lr, early_stopping, dim, hiddens, readout, est, time, micro, macro, samples, weighted, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.001, 20, 64, [64, 64], mean, jsd, 21-01-17 17:29:20, 0.7005, 0.6874, 0.7005, 0.6998, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.02, 20, 128, -, mean, jsd, 21-01-17 22:09:05, 0.6996, 0.69, 0.6996, 0.6992, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.03, 20, 64, [64, 64, 64], mean, jsd, 21-01-17 16:58:36, 0.6964, 0.6552, 0.6964, 0.6873, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.001, 20, 512, [512], mean, jsd, 21-01-17 17:51:31, 0.6964, 0.6899, 0.6964, 0.6963, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.001, 20, 512, [512], mean, jsd, 21-01-17 16:27:31, 0.6899, 0.6837, 0.6899, 0.6883, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.03, 20, 256, -, mean, jsd, 21-01-17 20:05:00, 0.6876, 0.6695, 0.6876, 0.6845, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.03, 20, 256, -, mean, jsd, 21-01-17 22:32:35, 0.6844, 0.6727, 0.6844, 0.6822, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.001, 20, 128, [128, 128], mean, jsd, 21-01-17 17:03:06, 0.682, 0.6619, 0.682, 0.6803, 
ss_nodemodel, cora, gat, bilinear, node-rand_walk-random, 500, 0.001, 20, 256, -, mean, jsd, 21-01-17 23:53:17, 0.6784, 0.6579, 0.6784, 0.6779, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.01, 20, 512, -, mean, jsd, 21-01-17 16:22:53, 0.676, 0.6743, 0.676, 0.6748, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.02, 20, 128, -, mean, jsd, 21-01-17 16:11:47, 0.6742, 0.6669, 0.6742, 0.6733, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.01, 20, 64, -, mean, jsd, 21-01-17 16:45:31, 0.6728, 0.6688, 0.6728, 0.6721, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.02, 20, 64, [64, 64, 64], mean, jsd, 21-01-17 16:54:11, 0.6728, 0.6399, 0.6728, 0.6656, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.02, 20, 64, [64], mean, jsd, 21-01-17 16:04:33, 0.6714, 0.6473, 0.6714, 0.6679, 
ss_nodemodel, cora, gat, bilinear, node-rand_walk-random, 500, 0.02, 20, 64, [64, 64, 64], mean, jsd, 21-01-17 23:37:25, 0.6701, 0.6033, 0.6701, 0.6312, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.02, 20, 64, -, mean, jsd, 21-01-17 17:26:04, 0.6687, 0.6439, 0.6687, 0.6626, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.01, 50, 128, -, mean, jsd, 21-01-15 12:02:38, 0.6636, 0.6462, 0.6636, 0.6565, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.01, 20, 128, [128, 128, 128], mean, jsd, 21-01-17 17:37:14, 0.6567, 0.5773, 0.6567, 0.6331, 
ss_nodemodel, cora, gat, inner, node-rand_walk-except_neighbor, 500, 0.001, 20, 64, [64, 64, 64], mean, jsd, 21-01-17 18:02:36, 0.6562, 0.6357, 0.6562, 0.6504, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.02, 20, 64, [64], mean, jsd, 21-01-17 16:49:29, 0.6548, 0.624, 0.6548, 0.6506, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.01, 20, 256, [256], mean, jsd, 21-01-17 20:15:24, 0.6507, 0.6293, 0.6507, 0.6451, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.001, 20, 64, [64, 64], mean, jsd, 21-01-17 16:08:02, 0.6497, 0.6116, 0.6497, 0.6154, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.02, 20, 64, [64, 64, 64], mean, jsd, 21-01-17 17:31:54, 0.6493, 0.6175, 0.6493, 0.6389, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:44:46, 0.6437, 0.6252, 0.6437, 0.639, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 300, 0.01, 100, 128, -, mean, jsd, 21-01-15 09:58:49, 0.6433, 0.626, 0.6433, 0.6393, 
ss_nodemodel, cora, gat, inner, node-rand_walk-except_neighbor, 500, 0.02, 20, 128, -, mean, jsd, 21-01-17 18:04:21, 0.6424, 0.6326, 0.6424, 0.6398, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.01, 50, 128, -, mean, jsd, 21-01-15 11:45:53, 0.641, 0.6161, 0.641, 0.634, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.01, 20, 128, [128, 128, 128], mean, jsd, 21-01-17 22:16:49, 0.6364, 0.5507, 0.6364, 0.6108, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, -, -, -, 128, -, mean, jsd, 21-01-16 05:22:50, 0.6294, 0.6111, 0.6294, 0.6234, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.01, 20, 256, [256], mean, jsd, 21-01-17 22:35:53, 0.6225, 0.5513, 0.6225, 0.5997, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:43:55, 0.6156, 0.5773, 0.6156, 0.6032, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.001, 20, 128, [128], mean, jsd, 21-01-17 16:13:32, 0.6082, 0.5157, 0.6082, 0.5715, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 300, 0.01, 50, 128, -, mean, jsd, 21-01-15 12:11:51, 0.5944, 0.5657, 0.5944, 0.5901, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.001, 20, 64, [64, 64, 64], mean, jsd, 21-01-17 16:52:04, 0.5916, 0.4975, 0.5916, 0.5548, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.03, 20, 64, [64, 64, 64], mean, jsd, 21-01-17 19:39:22, 0.5842, 0.5066, 0.5842, 0.5619, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.01, 20, 256, [256, 256, 256], mean, jsd, 21-01-17 20:57:55, 0.581, 0.5366, 0.581, 0.5648, 
ss_nodemodel, cora, gat, bilinear, node-rand_walk-random, 500, 0.02, 20, 128, -, mean, jsd, 21-01-17 23:41:16, 0.5759, 0.5559, 0.5759, 0.5651, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.02, 20, 128, [128], mean, jsd, 21-01-17 19:48:00, 0.5727, 0.5158, 0.5727, 0.5472, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.03, 20, 128, [128], mean, jsd, 21-01-17 16:15:26, 0.5695, 0.5401, 0.5695, 0.5467, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.03, 20, 128, [128], mean, jsd, 21-01-17 17:35:44, 0.569, 0.5235, 0.569, 0.5375, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.001, 20, 128, -, mean, jsd, 21-01-17 17:33:57, 0.5602, 0.5003, 0.5602, 0.5372, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.001, 20, 64, -, mean, jsd, 21-01-17 17:25:24, 0.5542, 0.5108, 0.5542, 0.5371, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.01, 50, 128, -, mean, jsd, 21-01-15 12:10:56, 0.5496, 0.4836, 0.5496, 0.5246, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.02, 20, 512, -, mean, jsd, 21-01-17 16:24:58, 0.5307, 0.4951, 0.5307, 0.5147, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.03, 20, 512, -, mean, jsd, 21-01-17 23:13:04, 0.5279, 0.4986, 0.5279, 0.5133, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.001, 20, 64, -, mean, jsd, 21-01-17 16:02:57, 0.5104, 0.4178, 0.5104, 0.4568, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.001, 20, 256, -, mean, jsd, 21-01-17 17:41:31, 0.509, 0.4516, 0.509, 0.4845, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.03, 20, 256, -, mean, jsd, 21-01-17 17:42:31, 0.5035, 0.3744, 0.5035, 0.457, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.03, 20, 512, -, mean, jsd, 21-01-17 21:05:57, 0.4933, 0.4446, 0.4933, 0.4725, 
ss_nodemodel, cora, gat, bilinear, node-rand_walk-random, 500, 0.03, 20, 512, -, mean, jsd, 21-01-18 02:19:37, 0.4813, 0.436, 0.4813, 0.4604, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.001, 50, 128, -, mean, jsd, 21-01-15 11:54:43, 0.4749, 0.4337, 0.4749, 0.4558, 
ss_nodemodel, cora, gat, inner, node-rand_walk-except_neighbor, 500, 0.001, 20, 512, -, mean, jsd, 21-01-17 18:34:50, 0.4716, 0.3648, 0.4716, 0.4207, 
ss_nodemodel, cora, gat, bilinear, node-rand_walk-random, 500, 0.01, 20, 128, [128], mean, jsd, 21-01-17 23:42:57, 0.4555, 0.3408, 0.4555, 0.3922, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.001, 50, 128, -, mean, jsd, 21-01-15 11:50:09, 0.4504, 0.3403, 0.4504, 0.4014, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.01, 20, 512, [512, 512], mean, jsd, 21-01-17 16:31:28, 0.4347, 0.3158, 0.4347, 0.3706, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.001, 20, 512, -, mean, jsd, 21-01-17 17:11:59, 0.4209, 0.3399, 0.4209, 0.3659, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.01, 20, 256, [256, 256, 256], mean, jsd, 21-01-17 16:19:59, 0.419, 0.2607, 0.419, 0.3234, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.03, 20, 512, [512], mean, jsd, 21-01-17 21:26:28, 0.4061, 0.2993, 0.4061, 0.3458, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.02, 20, 64, [64, 64], mean, jsd, 21-01-17 22:02:54, 0.3946, 0.2295, 0.3946, 0.3142, 
ss_nodemodel, cora, gat, inner, node-rand_walk-except_neighbor, 500, 0.02, 20, 256, [256], mean, jsd, 21-01-17 18:08:53, 0.3927, 0.2571, 0.3927, 0.3172, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.02, 20, 256, [256], mean, jsd, 21-01-17 17:07:21, 0.3918, 0.2264, 0.3918, 0.2952, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.02, 20, 512, [512], mean, jsd, 21-01-17 17:16:09, 0.3756, 0.2411, 0.3756, 0.2993, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.02, 20, 128, [128, 128, 128], mean, jsd, 21-01-17 19:57:13, 0.3715, 0.2072, 0.3715, 0.2776, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.03, 20, 128, [128, 128, 128], mean, jsd, 21-01-17 22:21:52, 0.3641, 0.2008, 0.3641, 0.263, 
ss_nodemodel, cora, gat, bilinear, node-rand_walk-random, 500, 0.03, 20, 128, [128, 128], mean, jsd, 21-01-17 23:44:32, 0.3563, 0.1637, 0.3563, 0.2502, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.03, 20, 256, [256, 256], mean, jsd, 21-01-17 20:38:56, 0.353, 0.1744, 0.353, 0.2423, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.03, 20, 64, [64], mean, jsd, 21-01-17 17:27:21, 0.3521, 0.1777, 0.3521, 0.2589, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.02, 20, 256, [256, 256], mean, jsd, 21-01-17 17:48:31, 0.3503, 0.1492, 0.3503, 0.23, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.03, 20, 128, [128, 128], mean, jsd, 21-01-17 22:12:18, 0.3498, 0.182, 0.3498, 0.2468, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.03, 20, 256, [256, 256, 256], mean, jsd, 21-01-17 23:11:09, 0.3429, 0.1706, 0.3429, 0.232, 
ss_nodemodel, cora, gat, inner, node-rand_walk-except_neighbor, 500, 0.03, 20, 256, [256], mean, jsd, 21-01-17 18:14:35, 0.3369, 0.1399, 0.3369, 0.2122, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 1, 0.001, 20, 16, -, mean, jsd, 21-01-16 04:27:13, 0.3318, 0.1478, 0.3318, 0.2165, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 1, 0.001, 20, 16, -, mean, jsd, 21-01-16 04:34:40, 0.3318, 0.1478, 0.3318, 0.2165, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.03, 20, 256, [256, 256, 256], mean, jsd, 21-01-17 20:59:59, 0.3295, 0.1546, 0.3295, 0.213, 
ss_nodemodel, cora, gat, bilinear, node-rand_walk-random, 500, 0.02, 20, 256, [256, 256, 256], mean, jsd, 21-01-18 01:48:09, 0.3263, 0.1282, 0.3263, 0.2033, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.03, 20, 256, [256, 256], mean, jsd, 21-01-17 22:50:16, 0.3152, 0.103, 0.3152, 0.177, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.01, 20, 256, [256, 256, 256], mean, jsd, 21-01-17 17:49:08, 0.3106, 0.1064, 0.3106, 0.1782, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.03, 20, 128, [128, 128], mean, jsd, 21-01-17 17:05:46, 0.3087, 0.0888, 0.3087, 0.1611, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-except_neighbor, 500, 0.02, 20, 256, [256, 256], mean, jsd, 21-01-17 22:45:51, 0.3069, 0.0956, 0.3069, 0.1676, 
ss_nodemodel, cora, gat, bilinear, node-neighbor-random, 500, 0.03, 20, 64, [64, 64], mean, jsd, 21-01-17 19:20:45, 0.3055, 0.1085, 0.3055, 0.1823, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.03, 20, 128, [128, 128, 128], mean, jsd, 21-01-17 16:17:30, 0.3032, 0.0798, 0.3032, 0.151, 
ss_nodemodel, cora, gat, inner, node-rand_walk-except_neighbor, 500, 0.03, 20, 512, [512, 512], mean, jsd, 21-01-17 18:50:38, 0.3009, 0.0811, 0.3009, 0.1528, 
ss_nodemodel, cora, gat, bilinear, node-rand_walk-random, 500, 0.02, 20, 512, [512, 512], mean, jsd, 21-01-18 03:57:19, 0.3004, 0.0966, 0.3004, 0.1696, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.02, 20, 512, [512, 512], mean, jsd, 21-01-17 16:33:17, 0.2953, 0.0684, 0.2953, 0.138, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 300, -, -, 128, -, mean, jsd, 21-01-14 23:24:09, 0.2949, 0.0651, 0.2949, 0.1343, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 300, -, -, 128, -, mean, jsd, 21-01-15 09:37:22, 0.2949, 0.0651, 0.2949, 0.1343, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 300, -, -, 128, -, mean, jsd, 21-01-15 09:39:17, 0.2949, 0.0651, 0.2949, 0.1343, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 300, 1e-05, 100, 128, -, mean, jsd, 21-01-15 09:45:32, 0.2949, 0.0651, 0.2949, 0.1343, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 300, 1e-05, 100, 128, -, mean, jsd, 21-01-15 09:48:35, 0.2949, 0.0651, 0.2949, 0.1343, 
ss_nodemodel, cora, gat, inner, node-neighbor-random, 500, 0.02, 20, 512, [512, 512, 512], mean, jsd, 21-01-17 16:38:20, 0.2949, 0.0651, 0.2949, 0.1343, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.03, 20, 256, [256, 256, 256], mean, jsd, 21-01-17 17:08:29, 0.2949, 0.0651, 0.2949, 0.1343, 
ss_nodemodel, cora, gat, inner, node-neighbor-except_neighbor, 500, 0.03, 20, 512, [512, 512], mean, jsd, 21-01-17 17:17:01, 0.2949, 0.0651, 0.2949, 0.1343, 
ss_nodemodel, cora, gat, inner, node-rand_walk-except_neighbor, 500, 0.01, 20, 256, [256, 256, 256], mean, jsd, 21-01-17 18:27:52, 0.2949, 0.0651, 0.2949, 0.1343, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.03, 20, 512, [512], mean, jsd, 21-01-17 17:55:03, 0.2944, 0.0733, 0.2944, 0.1415, 
ss_nodemodel, cora, gat, inner, node-rand_walk-random, 500, 0.03, 20, 512, [512, 512], mean, jsd, 21-01-17 18:00:17, 0.2912, 0.0668, 0.2912, 0.1351, 
ss_nodemodel, cora, gcn, bilinear, node-rand_walk-random, 500, 0.02, 20, 512, -, mean, jsd, 21-01-17 04:22:57, 0.8076, 0.7986, 0.8076, 0.8067, 
ss_nodemodel, cora, gcn, bilinear, node-neighbor-except_neighbor, 500, 0.001, 20, 512, -, mean, jsd, 21-01-16 23:12:06, 0.803, 0.792, 0.803, 0.8013, 
ss_nodemodel, cora, gcn, bilinear, node-neighbor-except_neighbor, 500, 0.01, 20, 256, -, mean, jsd, 21-01-16 22:47:09, 0.8016, 0.7912, 0.8016, 0.8006, 
ss_nodemodel, cora, gcn, bilinear, node-rand_walk-random, 500, 0.001, 20, 512, [512], mean, jsd, 21-01-17 05:43:42, 0.8006, 0.7956, 0.8006, 0.7993, 
ss_nodemodel, cora, gcn, bilinear, node-rand_walk-random, 500, 0.03, 20, 64, -, mean, jsd, 21-01-16 23:47:52, 0.7997, 0.7877, 0.7997, 0.7978, 
ss_nodemodel, cora, gcn, bilinear, node-neighbor-except_neighbor, 500, 0.01, 20, 128, -, mean, jsd, 21-01-16 22:42:45, 0.7988, 0.7886, 0.7988, 0.7971, 
ss_nodemodel, cora, gcn, bilinear, node-rand_walk-except_neighbor, 500, 0.001, 20, 256, [256], mean, jsd, 21-01-17 09:48:03, 0.7905, 0.788, 0.7905, 0.7899, 
ss_nodemodel, cora, gcn, bilinear, node-rand_walk-except_neighbor, 500, 0.03, 20, 128, -, mean, jsd, 21-01-17 09:32:24, 0.7891, 0.7747, 0.7891, 0.7881, 
ss_nodemodel, cora, gcn, bilinear, node-rand_walk-random, 500, 0.01, 20, 512, -, mean, jsd, 21-01-17 01:22:33, 0.7868, 0.7724, 0.7868, 0.786, 
ss_nodemodel, cora, gcn, bilinear, node-neighbor-random, 500, 0.001, 20, 64, -, mean, jsd, 21-01-16 20:58:50, 0.7845, 0.7719, 0.7845, 0.7829, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:32:20, 0.7808, 0.7728, 0.7808, 0.7792, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:37:14, 0.7808, 0.7728, 0.7808, 0.7792, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:38:06, 0.7808, 0.7728, 0.7808, 0.7792, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:38:32, 0.7808, 0.7728, 0.7808, 0.7792, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:39:40, 0.7808, 0.7728, 0.7808, 0.7792, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:39:55, 0.7808, 0.7728, 0.7808, 0.7792, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:40:51, 0.7808, 0.7728, 0.7808, 0.7792, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:43:25, 0.7808, 0.7728, 0.7808, 0.7792, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 10, -, -, 128, -, mean, jsd, 21-01-15 12:48:42, 0.7808, 0.7728, 0.7808, 0.7792, 
ss_nodemodel, cora, gcn, bilinear, node-neighbor-random, 500, 0.02, 20, 256, -, mean, jsd, 21-01-16 21:06:13, 0.779, 0.7688, 0.779, 0.7771, 
ss_nodemodel, cora, gcn, bilinear, node-rand_walk-random, 500, 0.001, 20, 64, -, mean, jsd, 21-01-16 23:44:05, 0.7766, 0.7638, 0.7766, 0.7737, 
ss_nodemodel, cora, gcn, inner, node-rand_walk-except_neighbor, 500, 0.001, 20, 64, [64], mean, jsd, 21-01-16 19:53:52, 0.7753, 0.7697, 0.7753, 0.7744, 
ss_nodemodel, cora, gcn, bilinear, node-rand_walk-random, 500, 0.02, 20, 128, -, mean, jsd, 21-01-16 23:52:11, 0.7748, 0.7631, 0.7748, 0.7733, 
ss_nodemodel, cora, gcn, inner, node-rand_walk-random, 500, 0.001, 20, 64, [64], mean, jsd, 21-01-16 19:30:38, 0.7725, 0.7671, 0.7725, 0.7717, 
ss_nodemodel, cora, gcn, mlp, node-rand_walk-random, 500, 0.02, 20, 512, -, mean, jsd, 21-01-17 15:02:14, 0.7702, 0.757, 0.7702, 0.7685, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 20, -, -, 128, -, mean, jsd, 21-01-15 12:42:59, 0.7693, 0.7593, 0.7693, 0.7671, 
ss_nodemodel, cora, gcn, bilinear, node-neighbor-random, 500, 0.01, 20, 64, -, mean, jsd, 21-01-16 20:59:40, 0.7693, 0.7525, 0.7693, 0.7668, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, 500, 0.001, 20, 64, -, mean, jsd, 21-01-16 19:12:20, 0.7679, 0.7626, 0.7679, 0.7665, 
ss_nodemodel, cora, gcn, bilinear, node-neighbor-except_neighbor, 500, 0.03, 20, 64, -, mean, jsd, 21-01-16 22:36:50, 0.7679, 0.7507, 0.7679, 0.7654, 
ss_nodemodel, cora, gcn, inner, node-neighbor-except_neighbor, 500, 0.001, 20, 512, -, mean, jsd, 21-01-16 19:26:00, 0.767, 0.7618, 0.767, 0.7653, 
ss_nodemodel, cora, gcn, inner, node-neighbor-random, -, -, -, 128, -, mean, jsd, 21-01-15 12:31:07, 0.7642, 0.7598, 0.7642, 0.7627, 
